A001n_PN1c_00001-5	reltype=ob	['９', '年', 'し', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4', '6', '13']
A053n_PN2g_00004-30	reltype=overlap	['夏', '夜空', 'チャンス', 'はせる', '眺め']	[JSP]夏の夜空は、無数に散らばる星を眺めながら、宇宙へのロマンに思いをはせる絶好のチャンスだ。	['2', '4', '12', '22', '25']
A053n_PN2g_00004-30	reltype=overlap	['夏', '夜空', 'チャンス', 'はせる']	[JSP]夏の夜空は、無数に散らばる星を眺めながら、宇宙へのロマンに思いをはせる絶好のチャンスだ。	['2', '4', '22', '25']
A053n_PN2g_00004-32	reltype=overlap	['毎年', 'し', '実施']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['5', '7', '8']
A053n_PN2g_00004-32	reltype=overlap	['毎年', 'し', 'ウオッチング', '行わ']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['5', '8', '17', '36']
A053n_PN2g_00004-32	reltype=overlap	['今年', '行わ', 'ウオッチング', 'し', '実施']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['7', '8', '17', '21', '36']
A053n_PN2g_00004-32	reltype=overlap	['今年', '行わ']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['21', '36']
A053n_PN2g_00004-32	reltype=overlap	['二十', '日', '日', '日程', '行わ', 'ウオッチング', 'し', '実施']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['7', '8', '17', '23', '25', '31', '34', '36']
A053n_PN2g_00004-32	reltype=ob	['二十', '日', '日', '日程', '行わ']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['23', '25', '31', '34', '36']
A053n_PN2g_00004-32	reltype=overlap	['八', '日', '日程', '行わ', 'ウオッチング', 'し', '実施']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['7', '8', '17', '25', '27', '31', '34']
A053n_PN2g_00004-32	reltype=oa	['八', '日', '日程', '行わ']	[JSP]環境省が毎年、実施している全国星空継続観察（スターウオッチング）は、今年も二十九日から八月十一日までの日程で行われている。	['25', '27', '31', '34']
A053n_PN2g_00004-35	reltype=overlap	['今年', 'いう', '性', 'できる', 'かけ']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['4', '16', '38', '40', '44']
A053n_PN2g_00004-35	reltype=overlap	['今年', 'いう', '性', 'できる', '群', '流れる']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['4', '31', '35', '38', '40', '44']
A053n_PN2g_00004-35	reltype=overlap	['今年', 'いう', '性', 'できる', '観測']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['4', '37', '38', '40', '44']
A053n_PN2g_00004-35	reltype=overlap	['今年', 'いう']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['4', '44']
A053n_PN2g_00004-35	reltype=after	['八', '日', '日', 'かけ', 'できる', '性', 'いう']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['6', '10', '14', '16', '38', '40', '44']
A053n_PN2g_00004-35	reltype=after	['十', '日', 'かけ', 'できる', '性', 'いう']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['8', '10', '12', '14', '16', '38']
A053n_PN2g_00004-35	reltype=vague	['一', '時間', '流れる', '群', 'できる', 'かけ']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['16', '22', '23', '31', '35', '38']
A053n_PN2g_00004-35	reltype=vague	['一', '時間', '流れる', '群', 'できる', '観測']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['22', '23', '31', '35', '37', '38']
A053n_PN2g_00004-35	reltype=vague	['一', '時間', '流れる', '群', 'できる', '性', 'いう']	[JSP]また、今年は八月十二日から十三日にかけて全国各地で、一時間に約百個の星が流れるペルセウス座流星群が観測できる可能性が高いという。	['22', '23', '31', '35', '38', '40', '44']
A054n_PN3b_00004-5	reltype=overlap	['お', '正月', '思う']	「寂しいお正月」と思うのも、「得難いチャンス」と思うのも、あなた次第。	['3', '4', '7']
A054n_PN3b_00004-5	reltype=overlap	['お', '正月', '思う', '思う']	「寂しいお正月」と思うのも、「得難いチャンス」と思うのも、あなた次第。	['3', '4', '7', '17']
A054n_PN3b_00004-6	reltype=ob	['お', '正月', '楽しめ', '向い']	前向きな気持ちで１人のお正月を楽しめば、きっと運も向いてくるのでは？	['7', '8', '10', '16']
A054n_PN3b_00004-12	reltype=overlap	['４', '２', '言う']	[JSP]「わたしのひとり暮らし手帖」などの著書があるエッセイスト、岸本葉子さん（４２）は「年末年始の休みは、日ごろやりたかったことを実行する好機」と言う。	['19', '20', '41']
A054n_PN3b_00004-12	reltype=overlap	['年末', '年始', '休み', '好機', '言う', '２', 'ある']	[JSP]「わたしのひとり暮らし手帖」などの著書があるエッセイスト、岸本葉子さん（４２）は「年末年始の休みは、日ごろやりたかったことを実行する好機」と言う。	['12', '20', '24', '25', '27', '38', '41']
A054n_PN3b_00004-12	reltype=after	['年末', '年始', '休み', '好機', 'する', 'こと', 'やり']	[JSP]「わたしのひとり暮らし手帖」などの著書があるエッセイスト、岸本葉子さん（４２）は「年末年始の休みは、日ごろやりたかったことを実行する好機」と言う。	['24', '25', '27', '31', '34', '37', '38']
A054n_PN3b_00004-12	reltype=overlap	['年始', '休み', '好機', '言う', '２', 'ある']	[JSP]「わたしのひとり暮らし手帖」などの著書があるエッセイスト、岸本葉子さん（４２）は「年末年始の休みは、日ごろやりたかったことを実行する好機」と言う。	['12', '20', '25', '27', '38', '41']
A054n_PN3b_00004-12	reltype=after	['年始', '休み', '好機', 'する', 'こと', 'やり']	[JSP]「わたしのひとり暮らし手帖」などの著書があるエッセイスト、岸本葉子さん（４２）は「年末年始の休みは、日ごろやりたかったことを実行する好機」と言う。	['25', '27', '31', '34', '37', '38']
A054n_PN3b_00004-12	reltype=after	['年始', '休み', '好機', '言う']	[JSP]「わたしのひとり暮らし手帖」などの著書があるエッセイスト、岸本葉子さん（４２）は「年末年始の休みは、日ごろやりたかったことを実行する好機」と言う。	['25', '27', '38', '41']
A054n_PN3b_00004-20	reltype=after	['年明け', 'する', '頑張り']	友人や同僚が食べ過ぎてしまうこの季節、ひそかに１人で頑張り、年明けにすっきりした姿で再会するというのはいいですね」	['16', '18', '26']
A054n_PN3b_00004-20	reltype=overlap	['年明け', 'する', '再会']	友人や同僚が食べ過ぎてしまうこの季節、ひそかに１人で頑張り、年明けにすっきりした姿で再会するというのはいいですね」	['18', '25', '26']
A054n_PN3b_00004-24	reltype=overlap	['１', '上旬', '買っ']	１２月上旬に買った白のニットジャケットは、新年に袖を通そうと楽しみに取ってある。	['1', '4', '6']
A054n_PN3b_00004-24	reltype=before	['１', '上旬', '買っ', 'ジャケット', '取っ', '通そう']	１２月上旬に買った白のニットジャケットは、新年に袖を通そうと楽しみに取ってある。	['1', '4', '6', '11', '18', '22']
A054n_PN3b_00004-24	reltype=ob	['１', '上旬', '買っ', 'ジャケット', '取っ']	１２月上旬に買った白のニットジャケットは、新年に袖を通そうと楽しみに取ってある。	['1', '4', '6', '11', '22']
A054n_PN3b_00004-30	reltype=overlap	['お', '正月', '過ぎる']	「お正月は時間がゆっくり過ぎる。	['2', '3', '8']
A054n_PN3b_00004-32	reltype=overlap	['お', 'ワイン', 'する', 'し', 'さん', 'もつ']	[JSP]ソムリエの資格をもつ野田さんは、自分のための「お正月ワイン」を準備するのを習慣にしている。	['6', '8', '16', '18', '22', '27']
A054n_PN3b_00004-32	reltype=after	['お', 'ワイン', 'する', '準備']	[JSP]ソムリエの資格をもつ野田さんは、自分のための「お正月ワイン」を準備するのを習慣にしている。	['16', '18', '21', '22']
A054n_PN3b_00004-32	reltype=overlap	['お', 'ワイン', 'する', 'し']	[JSP]ソムリエの資格をもつ野田さんは、自分のための「お正月ワイン」を準備するのを習慣にしている。	['16', '18', '22', '27']
A054n_PN3b_00004-33	reltype=overlap	['正月', 'リース', '飾っ', 'し', '調える', '時', '味わう']	ワインを味わう時は、正月用リースを飾ったり、キャンドルをともしたりして部屋の雰囲気を調える。	['3', '4', '7', '9', '11', '18', '24']
A054n_PN3b_00004-33	reltype=overlap	['正月', 'リース', '飾っ']	ワインを味わう時は、正月用リースを飾ったり、キャンドルをともしたりして部屋の雰囲気を調える。	['7', '9', '11']
A054n_PN3b_00004-33	reltype=overlap	['正月', 'リース', '飾っ', 'し', 'ともし']	ワインを味わう時は、正月用リースを飾ったり、キャンドルをともしたりして部屋の雰囲気を調える。	['7', '9', '11', '16', '18']
A054n_PN3b_00004-33	reltype=overlap	['正月', 'リース', '飾っ', 'し']	ワインを味わう時は、正月用リースを飾ったり、キャンドルをともしたりして部屋の雰囲気を調える。	['7', '9', '11', '18']
